id,price_doc
30653,7895040.5
30654,4905547.5
30655,14773499.0
30656,4109854.25
30657,7418663.0
30658,10441265.0
30659,4907103.0
30660,9605565.0
30661,6614767.0
30662,8646281.0
30663,16415851.0
30664,12233044.0
30665,6649751.0
30666,2756466.25
30667,4926550.5
30668,10601142.0
30669,5195696.0
30670,2525437.75
30671,7095678.5
30672,16398790.0
30673,12142853.0
30674,11709754.0
30675,2132042.75
30676,7818765.5
30677,4143230.5
30678,20049142.0
30679,5857262.0
30680,5726802.5
30681,2394091.5
30682,9027511.0
30683,10087135.0
30684,5181527.0
30685,7853831.0
30686,9990903.0
30687,5374608.5
30688,5023055.5
30689,15584746.0
30690,28088332.0
30691,4910830.5
30692,4834218.0
30693,12588606.0
30694,5752807.5
30695,7806101.5
30696,6826569.5
30697,12333213.0
30698,6750560.0
30699,6734219.5
30700,5062690.5
30701,9981080.0
30702,6897003.0
30703,4229555.5
30704,13421394.0
30705,9953349.0
30706,28363664.0
30707,3613762.5
30708,15789739.0
30709,5811793.0
30710,7630570.0
30711,5121489.0
30712,4174542.25
30713,7347009.5
30714,7940938.5
30715,3988831.5
30716,10050590.0
30717,6106875.5
30718,10164652.0
30719,13933655.0
30720,6954859.0
30721,5147402.5
30722,7759551.0
30723,7089392.0
30724,13353913.0
30725,7153466.0
30726,12840165.0
30727,10391961.0
30728,12855133.0
30729,3219143.25
30730,6470554.0
30731,6704925.0
30732,5137463.0
30733,11410688.0
30734,6629679.0
30735,5999847.0
30736,5700348.5
30737,7061614.0
30738,6851920.5
30739,3961972.5
30740,7610191.0
30741,13625975.0
30742,4450973.0
30743,5301562.5
30744,10101069.0
30745,7890452.0
30746,6101533.5
30747,17372808.0
30748,16298139.0
30749,5320372.5
30750,7371708.0
30751,3231639.25
30752,6724851.0
30753,11418217.0
30754,5609937.5
30755,4992744.5
30756,7121755.5
30757,5671479.0
30758,12083885.0
30759,5658325.0
30760,4662881.5
30761,9845189.0
30762,6982583.5
30763,13986593.0
30764,6720312.0
30765,6465098.5
30766,3565808.25
30767,10165417.0
30768,4367076.0
30769,7577509.0
30770,6635057.5
30771,2622080.75
30772,8742651.0
30773,8592242.0
30774,6146004.5
30775,13855612.0
30776,5189038.5
30777,6724338.0
30778,9014450.0
30779,7148438.0
30780,8099192.0
30781,6898441.5
30782,6159372.0
30783,5986694.0
30784,3942886.0
30785,5206536.0
30786,4417321.5
30787,6737323.5
30788,6214385.5
30789,8380364.5
30790,6670040.5
30791,10682477.0
30792,6614928.5
30793,12133533.0
30794,16840886.0
30795,12060551.0
30796,11057575.0
30797,16040648.0
30798,2925126.75
30799,11294472.0
30800,14591462.0
30801,6619247.5
30802,23017650.0
30803,3376955.25
30804,3886583.75
30805,17033504.0
30806,6588521.0
30807,6511016.5
30808,11512259.0
30809,5260192.0
30810,13678014.0
30811,4469767.5
30812,5588488.0
30813,5544891.5
30814,2790840.75
30815,4175087.0
30816,9382805.0
30817,1906995.375
30818,8529210.0
30819,7609451.0
30820,5354266.5
30821,26302660.0
30822,10291189.0
30823,8128289.5
30824,3715589.0
30825,5659065.5
30826,10339497.0
30827,6124268.5
30828,5819910.0
30829,6100668.5
30830,9208104.0
30831,6491648.5
30832,6356208.5
30833,5599303.5
30834,4363148.5
30835,6681971.5
30836,6893720.0
30837,5434285.5
30838,4531908.5
30839,6491389.0
30840,11701743.0
30841,11419772.0
30842,7297337.5
30843,5788464.5
30844,6593483.5
30845,10900317.0
30846,4441256.0
30847,6006470.0
30848,9318264.0
30849,4805277.0
30850,4204895.5
30851,5679099.5
30852,7221277.0
30853,4317844.5
30854,5841024.5
30855,8028141.5
30856,10914450.0
30857,2337224.0
30858,4424646.0
30859,6372415.0
30860,6199992.0
30861,9411687.0
30862,7110815.0
30863,6134593.5
30864,6560003.5
30865,10080987.0
30866,7499148.0
30867,5931720.5
30868,7954548.5
30869,6098464.0
30870,4817091.5
30871,9113997.0
30872,5459514.0
30873,4539446.5
30874,5725886.0
30875,6947804.0
30876,5280198.5
30877,11925653.0
30878,6237917.0
30879,10840445.0
30880,6812428.5
30881,2073287.375
30882,11474156.0
30883,4214564.5
30884,6293879.0
30885,5643781.0
30886,7849334.5
30887,5942068.0
30888,4910284.0
30889,5252799.5
30890,8240813.5
30891,3989677.75
30892,4027118.75
30893,4625504.5
30894,6544346.5
30895,4623304.5
30896,7316555.0
30897,8100138.5
30898,7338199.5
30899,6908762.0
30900,3949345.0
30901,7504396.0
30902,2230147.0
30903,7422610.0
30904,9500541.0
30905,6285946.5
30906,6704092.5
30907,14071880.0
30908,4710865.5
30909,15190439.0
30910,7651230.0
30911,4998252.0
30912,7221253.0
30913,21843054.0
30914,6582553.0
30915,9519957.0
30916,6430857.5
30917,10168273.0
30918,6518615.0
30919,5173994.0
30920,5616417.5
30921,4219114.0
30922,6223731.0
30923,3881785.0
30924,5742792.0
30925,15345747.0
30926,7761232.5
30927,9153808.0
30928,4297044.5
30929,5747728.5
30930,11666295.0
30931,12655290.0
30932,5541366.0
30933,4993019.0
30934,16512808.0
30935,7194522.0
30936,7330918.0
30937,9814585.0
30938,3067146.75
30939,10110108.0
30940,7665105.0
30941,6983433.0
30942,3998438.0
30943,7412566.5
30944,5261577.5
30945,3820034.0
30946,14626628.0
30947,7337295.0
30948,9742114.0
30949,6746986.5
30950,7031033.0
30951,18610360.0
30952,8156406.0
30953,11350335.0
30954,5112123.5
30955,7307304.5
30956,8418971.0
30957,6502942.0
30958,27324494.0
30959,9595027.0
30960,7565423.5
30961,9271203.0
30962,13209792.0
30963,4466478.5
30964,4870489.5
30965,7598962.0
30966,12541769.0
30967,13323722.0
30968,3640564.75
30969,4153002.0
30970,6758697.5
30971,12334002.0
30972,4246874.5
30973,5541364.0
30974,5465857.0
30975,8145952.0
30976,5695168.0
30977,7603498.5
30978,7933685.5
30979,3851399.75
30980,7436639.5
30981,6301833.0
30982,7454263.0
30983,4592275.0
30984,6304982.5
30985,4039669.0
30986,10883047.0
30987,9685442.0
30988,6775126.0
30989,8403111.0
30990,15611904.0
30991,9352667.0
30992,2978798.0
30993,9146968.0
30994,5535923.0
30995,7594546.5
30996,6352064.0
30997,7904327.0
30998,6404396.5
30999,7722078.5
31000,8392923.0
31001,6893060.5
31002,10548305.0
31003,11280125.0
31004,4764281.5
31005,3077459.75
31006,7713867.5
31007,4570614.0
31008,5942390.0
31009,6569733.0
31010,6751372.0
31011,4519992.5
31012,6422382.5
31013,8348483.5
31014,17323856.0
31015,8295774.5
31016,4468501.5
31017,10249033.0
31018,5950734.5
31019,4879750.0
31020,8115057.0
31021,13261686.0
31022,22041242.0
31023,10683440.0
31024,5379897.0
31025,6597658.0
31026,6979447.5
31027,4939972.5
31028,3672858.5
31029,8707111.0
31030,7331090.0
31031,11426917.0
31032,10452124.0
31033,9570896.0
31034,8167936.5
31035,11112883.0
31036,7285896.0
31037,26546234.0
31038,4724153.5
31039,10398305.0
31040,6051744.5
31041,4696687.5
31042,3930165.75
31043,7002158.0
31044,9597855.0
31045,8205591.5
31046,15679506.0
31047,8401493.0
31048,6378362.5
31049,5892100.5
31050,8111519.0
31051,7049517.5
31052,4536330.0
31053,18144248.0
31054,6864850.0
31055,5835486.0
31056,13622120.0
31057,6109250.0
31058,7714351.0
31059,3146352.0
31060,7632506.5
31061,7050085.0
31062,7115567.0
31063,4078678.5
31064,5516096.5
31065,12505165.0
31066,4783202.5
31067,9317288.0
31068,4612021.5
31069,4916812.0
31070,5452219.5
31071,3800461.25
31072,9857426.0
31073,2073287.375
31074,7702550.5
31075,7080135.0
31076,7326569.0
31077,6287290.0
31078,4690724.0
31079,5796582.5
31080,7119126.0
31081,3064054.25
31082,12663617.0
31083,5234556.5
31084,10265959.0
31085,13515121.0
31086,3877809.25
31087,5434088.0
31088,9052976.0
31089,6499818.5
31090,34000656.0
31091,3335718.5
31092,7602545.0
31093,6854150.5
31094,7193953.5
31095,5772680.0
31096,23055838.0
31097,13306152.0
31098,9371753.0
31099,23671378.0
31100,5222370.0
31101,4586230.5
31102,6083460.5
31103,11419143.0
31104,6363550.0
31105,10157491.0
31106,4860001.5
31107,7271649.0
31108,7243296.0
31109,5918308.0
31110,10015497.0
31111,11798051.0
31112,6713844.0
31113,3835553.5
31114,4895075.0
31115,5962525.0
31116,6810916.0
31117,6389162.5
31118,4592804.0
31119,3956777.75
31120,5836668.5
31121,6697287.5
31122,6572059.0
31123,5563265.0
31124,5734209.0
31125,14011248.0
31126,15985130.0
31127,6142733.5
31128,7025980.0
31129,5951548.0
31130,14477945.0
31131,8296444.0
31132,9635300.0
31133,13120272.0
31134,6942295.5
31135,11325332.0
31136,9496942.0
31137,4507852.0
31138,8695447.0
31139,4518566.0
31140,9706712.0
31141,7302160.0
31142,10244020.0
31143,5739781.0
31144,4504782.0
31145,6558708.5
31146,6008851.0
31147,15500899.0
31148,6799578.5
31149,2286209.0
31150,9243890.0
31151,5127717.5
31152,8365888.5
31153,5860390.5
31154,19253562.0
31155,7480935.0
31156,10085967.0
31157,4516602.0
31158,10270467.0
31159,6696591.5
31160,5920979.5
31161,4021789.5
31162,5138254.0
31163,6313732.5
31164,6570855.0
31165,6754022.5
31166,6352038.5
31167,8357544.0
31168,12810734.0
31169,7896902.0
31170,6348574.0
31171,11603356.0
31172,5820808.0
31173,12371047.0
31174,9839363.0
31175,20237268.0
31176,5558683.5
31177,9239344.0
31178,4663014.5
31179,5381070.0
31180,4551619.5
31181,8859303.0
31182,8376234.0
31183,8679776.0
31184,5213767.5
31185,4766520.5
31186,9461619.0
31187,3849680.75
31188,5479244.5
31189,5414294.0
31190,8031776.5
31191,14829487.0
31192,4006693.75
31193,5851704.5
31194,13845421.0
31195,7896086.5
31196,5678877.5
31197,18717294.0
31198,6068560.5
31199,7051561.0
31200,11697444.0
31201,3625819.25
31202,4074256.0
31203,6932083.0
31204,3822859.5
31205,8864260.0
31206,6424264.5
31207,4528708.0
31208,5841693.0
31209,4623340.5
31210,6113665.5
31211,7849954.5
31212,5377826.0
31213,12825552.0
31214,7380950.0
31215,5473473.0
31216,6300111.5
31217,7848124.0
31218,8802795.0
31219,3704224.25
31220,7432925.0
31221,4353412.5
31222,7617748.0
31223,10532165.0
31224,8186870.0
31225,12540375.0
31226,6746908.5
31227,10236994.0
31228,9074172.0
31229,5004846.0
31230,5732612.5
31231,4870588.5
31232,7982387.5
31233,6840218.0
31234,7134005.5
31235,5942380.5
31236,6741328.0
31237,12907928.0
31238,7119126.0
31239,14748930.0
31240,6650607.5
31241,6866944.0
31242,7692097.5
31243,4292489.5
31244,7842624.5
31245,9549246.0
31246,11437960.0
31247,5953738.5
31248,7792010.0
31249,10579121.0
31250,6227991.0
31251,7612014.0
31252,6767902.5
31253,9672812.0
31254,6436812.0
31255,13624071.0
31256,7422885.0
31257,5798962.5
31258,8727324.0
31259,13444110.0
31260,8844751.0
31261,28086260.0
31262,6285946.5
31263,6621605.0
31264,4496346.5
31265,12379165.0
31266,8457650.0
31267,4466214.5
31268,4548351.5
31269,8914131.0
31270,4752406.5
31271,5646742.5
31272,18077530.0
31273,7882083.5
31274,6707598.0
31275,6617783.0
31276,6182538.0
31277,5038636.0
31278,16053246.0
31279,16135536.0
31280,7825463.5
31281,7584286.0
31282,13127676.0
31283,6786539.5
31284,4715765.5
31285,6007859.5
31286,8375470.5
31287,10776659.0
31288,4738518.0
31289,9685662.0
31290,6315085.0
31291,7525161.5
31292,4094134.0
31293,7797383.5
31294,4563916.5
31295,20369590.0
31296,10857219.0
31297,7550861.0
31298,4046778.75
31299,10561678.0
31300,7611492.0
31301,7074939.5
31302,5951869.0
31303,8483683.0
31304,7734730.5
31305,8423124.0
31306,3266100.5
31307,6729234.0
31308,9156636.0
31309,8628025.0
31310,64314488.0
31311,6061127.5
31312,5569898.5
31313,14382933.0
31314,7004846.0
31315,10591574.0
31316,12246485.0
31317,20066440.0
31318,8878635.0
31319,7274287.5
31320,6354780.0
31321,8549717.0
31322,8806688.0
31323,8248918.0
31324,6860312.0
31325,6810537.0
31326,6076112.0
31327,9095331.0
31328,16114713.0
31329,5929522.5
31330,12655504.0
31331,9082963.0
31332,6624645.5
31333,6053598.5
31334,4516420.0
31335,8677561.0
31336,9121931.0
31337,8579777.0
31338,4199703.5
31339,4798047.0
31340,6893470.5
31341,10525134.0
31342,5341221.5
31343,3887424.5
31344,4486234.0
31345,5374496.5
31346,4228531.0
31347,10024329.0
31348,12558054.0
31349,11652541.0
31350,3822681.25
31351,6286301.5
31352,11452890.0
31353,5356178.0
31354,8022353.5
31355,10174932.0
31356,4512159.5
31357,5518964.0
31358,2698440.25
31359,6936194.0
31360,11721569.0
31361,5248203.5
31362,10635061.0
31363,5812668.0
31364,3480249.25
31365,4052023.75
31366,7331499.0
31367,11778661.0
31368,6261067.5
31369,5195490.0
31370,10567962.0
31371,9709534.0
31372,7780133.0
31373,5032478.5
31374,6755280.5
31375,6181136.0
31376,6989377.5
31377,10093187.0
31378,5362154.5
31379,30713296.0
31380,4448331.5
31381,8477244.0
31382,6020288.0
31383,8337361.0
31384,29179928.0
31385,13667703.0
31386,10224782.0
31387,14224490.0
31388,5409528.5
31389,4687094.0
31390,6289605.0
31391,5803981.0
31392,10907815.0
31393,9087371.0
31394,5304031.5
31395,4511799.5
31396,9646841.0
31397,7626605.5
31398,2320082.0
31399,14518110.0
31400,4658846.0
31401,13131202.0
31402,10290791.0
31403,5320703.0
31404,4226661.5
31405,4469661.5
31406,6355177.0
31407,3868959.5
31408,6710503.5
31409,4780094.5
31410,12903764.0
31411,8000724.0
31412,11413397.0
31413,8370671.5
31414,3671805.75
31415,17097952.0
31416,6895448.0
31417,3308166.25
31418,7716978.0
31419,10215946.0
31420,10672572.0
31421,7371956.5
31422,6574184.0
31423,7825656.5
31424,17821308.0
31425,6959670.0
31426,5315246.5
31427,7756281.5
31428,9130097.0
31429,16878998.0
31430,5308999.5
31431,5900359.5
31432,4950025.5
31433,6854902.0
31434,4455775.0
31435,12553556.0
31436,10493477.0
31437,13605347.0
31438,10732452.0
31439,9458109.0
31440,7491141.0
31441,7376490.0
31442,7969134.5
31443,12326241.0
31444,6925725.5
31445,10598286.0
31446,16044112.0
31447,6707169.5
31448,8099656.5
31449,7510048.0
31450,7412784.0
31451,8371601.5
31452,13313186.0
31453,3199983.0
31454,5881610.5
31455,8517774.0
31456,5313593.0
31457,5909457.0
31458,18582994.0
31459,8717270.0
31460,5340152.0
31461,4547215.5
31462,3784382.5
31463,5881238.0
31464,8200157.0
31465,5513665.0
31466,51869976.0
31467,3799711.75
31468,15358212.0
31469,5180054.5
31470,5808915.5
31471,14678180.0
31472,2740312.75
31473,8007299.5
31474,4042903.5
31475,8174841.0
31476,24452770.0
31477,7217757.5
31478,5640176.0
31479,5952450.5
31480,11098197.0
31481,9511483.0
31482,11926460.0
31483,9876823.0
31484,6990658.0
31485,3785068.5
31486,3096577.25
31487,4996699.5
31488,15440275.0
31489,8394234.0
31490,4782930.5
31491,6298230.0
31492,8810336.0
31493,11007534.0
31494,6313731.5
31495,5873566.5
31496,7335529.0
31497,4842426.5
31498,6411281.0
31499,12751628.0
31500,12097665.0
31501,9386907.0
31502,10726119.0
31503,6085799.5
31504,12085911.0
31505,20672272.0
31506,8486385.0
31507,7596877.0
31508,6901524.5
31509,6289593.0
31510,5641121.0
31511,5226816.5
31512,6377495.0
31513,26738246.0
31514,29202296.0
31515,2404373.5
31516,19286670.0
31517,6840071.5
31518,8265053.5
31519,6546010.5
31520,6312838.5
31521,5288923.5
31522,4701515.0
31523,6965152.5
31524,9858112.0
31525,12394801.0
31526,6288905.0
31527,7161581.5
31528,4482607.5
31529,6597436.5
31530,6857888.5
31531,10116820.0
31532,6240815.5
31533,16582874.0
31534,8051885.5
31535,9874723.0
31536,8133042.5
31537,4484071.5
31538,5796387.5
31539,3998700.75
31540,10089784.0
31541,2931188.0
31542,6097493.5
31543,4040028.0
31544,5271451.5
31545,8275792.0
31546,13441799.0
31547,6041021.5
31548,5740662.0
31549,6104111.0
31550,5639363.0
31551,6257803.0
31552,7726448.0
31553,6888446.0
31554,8427609.0
31555,4364519.0
31556,7785841.5
31557,5959247.0
31558,10660293.0
31559,2976283.0
31560,8370743.0
31561,7619547.5
31562,42504528.0
31563,4100258.75
31564,9311869.0
31565,9744169.0
31566,6019112.5
31567,20537932.0
31568,6951852.0
31569,7157739.0
31570,7491617.0
31571,6590902.5
31572,4183417.25
31573,6273205.0
31574,11934912.0
31575,6162089.5
31576,7261843.0
31577,5154890.5
31578,9180539.0
31579,5922972.0
31580,8221084.5
31581,5695310.0
31582,5760418.5
31583,9930616.0
31584,4752444.5
31585,7145250.0
31586,13791888.0
31587,14655015.0
31588,10282577.0
31589,3746585.5
31590,6213673.0
31591,7624397.0
31592,9081880.0
31593,6730969.0
31594,8239594.5
31595,5984386.5
31596,3988949.5
31597,6383850.5
31598,3868747.5
31599,7249695.0
31600,8170680.0
31601,17602532.0
31602,5597290.5
31603,18336322.0
31604,5682122.0
31605,5334378.0
31606,6831625.5
31607,7953459.5
31608,5543829.5
31609,6175118.0
31610,8329742.5
31611,5959180.5
31612,5937640.5
31613,5458717.0
31614,17882448.0
31615,10988473.0
31616,12746149.0
31617,5026378.5
31618,7924887.0
31619,12802611.0
31620,4486511.0
31621,5668379.0
31622,38933576.0
31623,14242694.0
31624,5400932.5
31625,10672181.0
31626,6171076.0
31627,7769234.0
31628,12529229.0
31629,11046101.0
31630,4065697.75
31631,6454049.0
31632,18615034.0
31633,5717024.5
31634,9503220.0
31635,14217143.0
31636,6648421.0
31637,5882493.0
31638,8372430.5
31639,4092811.75
31640,11854384.0
31641,4520800.5
31642,3298265.0
31643,6421908.0
31644,12515163.0
31645,5889911.0
31646,10116130.0
31647,5778060.5
31648,13180299.0
31649,6438188.5
31650,7294342.0
31651,15699455.0
31652,5955920.5
31653,6119700.5
31654,6237205.0
31655,4388514.0
31656,23790558.0
31657,7150348.5
31658,4552064.5
31659,8238627.0
31660,4933719.0
31661,5380973.5
31662,7327013.5
31663,4545309.5
31664,3955235.75
31665,4713152.0
31666,5800062.5
31667,8937125.0
31668,11307935.0
31669,11803758.0
31670,7180037.0
31671,6314386.5
31672,9650115.0
31673,7331941.0
31674,10888806.0
31675,8962121.0
31676,8242748.0
31677,5387878.5
31678,4856450.0
31679,9211858.0
31680,7813420.5
31681,6765321.0
31682,3850210.5
31683,7181794.5
31684,5210759.5
31685,4047911.75
31686,11937650.0
31687,11510427.0
31688,11544215.0
31689,4382415.5
31690,8264128.0
31691,4069816.0
31692,4305317.0
31693,7328670.5
31694,6908387.0
31695,7392817.0
31696,3875895.0
31697,5221151.0
31698,3893461.75
31699,5965578.5
31700,5675978.0
31701,9434995.0
31702,6294085.5
31703,9633495.0
31704,6556723.5
31705,10057271.0
31706,6142483.0
31707,13468649.0
31708,10062206.0
31709,5353798.5
31710,12050445.0
31711,8674152.0
31712,9281610.0
31713,6067936.0
31714,5747578.0
31715,5687284.5
31716,6501394.0
31717,11760406.0
31718,4982735.0
31719,8047162.0
31720,5240678.5
31721,5343923.5
31722,6468226.5
31723,5888428.0
31724,6456437.5
31725,5336267.0
31726,15467658.0
31727,6565467.5
31728,5095783.0
31729,7644838.5
31730,3761597.75
31731,7601018.5
31732,9112187.0
31733,3671432.25
31734,4597745.0
31735,2867975.5
31736,6535953.5
31737,5719483.0
31738,6018213.5
31739,6673742.0
31740,8412943.0
31741,10341970.0
31742,13988322.0
31743,8061205.5
31744,5389726.0
31745,3913744.75
31746,10847153.0
31747,5227394.0
31748,19914542.0
31749,5914748.0
31750,11209546.0
31751,8876666.0
31752,4723351.5
31753,4088610.75
31754,7191537.0
31755,12738203.0
31756,2175710.25
31757,6459439.0
31758,6657340.0
31759,6517553.5
31760,6222574.0
31761,12157831.0
31762,2671387.75
31763,12407205.0
31764,7144656.5
31765,4307101.0
31766,8680248.0
31767,4167695.5
31768,7569969.5
31769,10779483.0
31770,3862353.0
31771,4472793.0
31772,9192151.0
31773,6046813.5
31774,7463807.5
31775,12367630.0
31776,2204405.0
31777,4340591.0
31778,11769226.0
31779,9724973.0
31780,7400768.5
31781,7914082.5
31782,6760731.0
31783,4155140.0
31784,6633874.5
31785,6434079.5
31786,5242348.5
31787,7535249.5
31788,5880336.0
31789,6222574.0
31790,4443440.5
31791,9370679.0
31792,7771882.5
31793,9495187.0
31794,7567841.0
31795,6040851.5
31796,5500779.5
31797,16982874.0
31798,9025262.0
31799,4238705.0
31800,6199181.5
31801,3818404.75
31802,7790681.0
31803,8035563.0
31804,5927620.0
31805,3838535.25
31806,8645842.0
31807,6916510.5
31808,8824330.0
31809,7841697.5
31810,4291117.0
31811,7248640.0
31812,7904554.5
31813,6548606.0
31814,5640932.5
31815,6220952.5
31816,5304660.5
31817,3838344.5
31818,6981059.5
31819,6547388.0
31820,12173776.0
31821,16495653.0
31822,5732507.5
31823,5465928.5
31824,3629221.75
31825,5126512.0
31826,6797886.0
31827,8029188.0
31828,6362375.0
31829,6672306.5
31830,7421244.5
31831,3967311.75
31832,12958530.0
31833,13086664.0
31834,7011772.5
31835,4757987.5
31836,6736345.0
31837,4067878.75
31838,9009535.0
31839,5106447.5
31840,10240416.0
31841,5202802.0
31842,8509452.0
31843,4020076.75
31844,6611761.0
31845,9883028.0
31846,5245608.5
31847,4911105.0
31848,6399097.5
31849,9182672.0
31850,6912353.0
31851,12654033.0
31852,6908387.0
31853,10089784.0
31854,6774451.0
31855,5128726.0
31856,5504506.0
31857,9969566.0
31858,15277641.0
31859,36651184.0
31860,7497675.5
31861,14017917.0
31862,7441756.5
31863,10756996.0
31864,3805199.75
31865,4737754.5
31866,3327635.25
31867,8213189.0
31868,5721014.0
31869,10761598.0
31870,3638633.0
31871,4984988.0
31872,12992713.0
31873,6815441.0
31874,5271664.0
31875,6256131.0
31876,5268711.0
31877,24486234.0
31878,3750642.75
31879,9060147.0
31880,11787539.0
31881,4898297.5
31882,15848961.0
31883,5166335.5
31884,5727049.0
31885,6175185.5
31886,8648339.0
31887,10432740.0
31888,4355455.5
31889,11349705.0
31890,5038702.0
31891,4377247.5
31892,4393262.5
31893,19309214.0
31894,8699764.0
31895,3611359.0
31896,4354292.5
31897,3857946.75
31898,4725461.5
31899,4453465.5
31900,6617686.0
31901,7292227.5
31902,7493827.0
31903,6348504.0
31904,4718773.0
31905,7137946.0
31906,4505004.0
31907,4441570.0
31908,3974197.5
31909,7119551.0
31910,4679406.5
31911,4439764.5
31912,6626066.5
31913,7677288.5
31914,6956026.0
31915,7742365.0
31916,4713152.0
31917,5824595.0
31918,4764525.0
31919,7368766.0
31920,4263637.0
31921,5318813.5
31922,6006376.0
31923,9449186.0
31924,8498888.0
31925,6840347.0
31926,9572853.0
31927,14439369.0
31928,7514190.0
31929,16807738.0
31930,8442918.0
31931,6801820.5
31932,9588575.0
31933,7571617.5
31934,5865908.0
31935,5350084.0
31936,4358090.5
31937,6822050.5
31938,5960577.0
31939,5647362.5
31940,7938810.5
31941,39153248.0
31942,5992027.5
31943,8888492.0
31944,3876264.0
31945,5758140.0
31946,12125694.0
31947,8690127.0
31948,6686427.0
31949,9839150.0
31950,13076091.0
31951,5775280.5
31952,6799851.0
31953,3990735.5
31954,12774460.0
31955,5564554.0
31956,9680915.0
31957,4915401.0
31958,4793402.5
31959,13789396.0
31960,6995051.0
31961,9398012.0
31962,5120981.5
31963,7789293.5
31964,5179512.0
31965,7056330.5
31966,14527381.0
31967,13636227.0
31968,7034680.0
31969,23619488.0
31970,6623680.0
31971,4336829.5
31972,5749048.5
31973,5466595.0
31974,7576408.0
31975,4345724.5
31976,4751776.0
31977,10926766.0
31978,5480296.5
31979,5314942.5
31980,5003508.0
31981,6799760.5
31982,8172218.0
31983,10242380.0
31984,7827867.0
31985,5005619.5
31986,4453519.5
31987,6693646.5
31988,8566076.0
31989,13939295.0
31990,3870911.5
31991,11048800.0
31992,4935984.0
31993,10178142.0
31994,7649544.0
31995,8332376.0
31996,11432646.0
31997,6078235.5
31998,4434867.0
31999,6154956.0
32000,6760759.0
32001,66629476.0
32002,25029406.0
32003,10919519.0
32004,7435372.5
32005,4984931.5
32006,17551352.0
32007,10338036.0
32008,7304534.0
32009,4448781.5
32010,9165468.0
32011,5722408.5
32012,1977797.375
32013,5906133.5
32014,4672136.5
32015,7534976.5
32016,7414160.5
32017,11750330.0
32018,7304542.0
32019,6261433.5
32020,6166864.0
32021,9042480.0
32022,5733445.5
32023,4347955.0
32024,6547388.0
32025,6113262.5
32026,5128885.0
32027,7591512.0
